Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,129.710007,130.619995,128.460007,129.270004,128.483353,51300
2018-05-22,129.229996,129.229996,127.169998,128.639999,127.857193,39000
2018-05-23,128.649994,129.720001,127.239998,128.759995,127.976448,52200
2018-05-24,128.270004,130.080002,127.010002,127.440002,126.664497,59100
2018-05-25,127.570000,129.029999,126.620003,126.970001,126.197357,53800
2018-05-29,126.730003,129.000000,126.730003,128.490005,127.708130,54000
2018-05-30,128.000000,131.089996,127.800003,129.289993,128.503235,53800
2018-05-31,129.639999,130.429993,125.080002,127.410004,126.634689,62700
2018-06-01,127.730003,127.970001,126.110001,126.660004,125.889252,48500
2018-06-04,127.570000,129.740005,126.410004,129.440002,128.652328,62900
2018-06-05,129.789993,129.979996,127.250000,128.300003,127.519264,38500
2018-06-06,128.210007,128.490005,126.550003,126.970001,126.197357,43100
2018-06-07,127.400002,129.500000,127.000000,129.410004,128.622513,42800
2018-06-08,128.880005,130.830002,128.789993,129.699997,128.910736,62300
2018-06-11,130.009995,131.500000,126.839996,130.830002,130.033859,40300
2018-06-12,130.830002,134.770004,130.830002,134.179993,133.363480,88600
2018-06-13,134.720001,135.490005,131.630005,132.279999,131.475067,57200
2018-06-14,132.649994,134.149994,131.229996,132.889999,132.081345,32600
2018-06-15,132.339996,134.539993,132.339996,134.179993,133.363480,82400
2018-06-18,134.039993,134.250000,130.300003,130.979996,130.182953,67300
2018-06-19,130.539993,132.500000,130.220001,130.929993,130.133270,57900
2018-06-20,131.850006,131.850006,128.160004,129.630005,128.841187,61600
2018-06-21,129.600006,132.009995,129.449997,131.880005,131.077469,45400
2018-06-22,132.190002,135.429993,131.100006,135.410004,134.585999,75100
2018-06-25,134.610001,136.199997,133.990005,135.979996,135.152512,53900
2018-06-26,136.100006,136.750000,133.250000,134.789993,133.969772,48200
2018-06-27,134.679993,135.199997,129.889999,129.990005,129.198990,43000
2018-06-28,129.880005,135.250000,129.410004,134.619995,133.800812,48400
2018-06-29,135.119995,135.610001,133.470001,135.130005,134.307724,33800
2018-07-02,134.429993,134.429993,130.800003,132.759995,131.952118,51600
2018-07-03,133.360001,134.800003,132.830002,133.080002,132.270187,41000
2018-07-05,133.949997,134.259995,132.649994,134.110001,133.293915,65300
2018-07-06,134.160004,138.410004,133.529999,138.029999,137.190063,61100
2018-07-09,138.470001,138.669998,136.190002,136.729996,135.897964,56100
2018-07-10,137.990005,138.100006,136.050003,137.979996,137.140366,28900
2018-07-11,137.850006,138.550003,136.190002,137.419998,136.583755,40500
2018-07-12,137.449997,138.960007,136.000000,136.610001,135.778687,34500
2018-07-13,136.179993,137.100006,134.419998,135.479996,134.655579,25900
2018-07-16,135.619995,135.720001,133.070007,134.130005,133.313812,33000
2018-07-17,134.220001,136.820007,134.220001,135.710007,134.884186,22600
2018-07-18,135.720001,135.789993,132.220001,134.369995,133.552322,36100
2018-07-19,134.149994,136.699997,133.009995,136.419998,135.589874,46600
2018-07-20,135.949997,138.759995,135.949997,138.199997,137.359039,40300
2018-07-23,138.250000,139.500000,137.500000,139.389999,138.541779,46300
2018-07-24,139.850006,140.050003,136.600006,138.550003,137.706894,37700
2018-07-25,138.639999,139.009995,135.610001,138.190002,137.349106,39800
2018-07-26,137.639999,139.639999,137.619995,138.399994,137.807114,33700
2018-07-27,138.600006,140.679993,138.199997,139.929993,139.330566,59100
2018-07-30,139.570007,143.190002,138.000000,142.899994,142.287811,37200
2018-07-31,143.539993,145.600006,141.660004,145.119995,144.498322,45300
2018-08-01,145.649994,149.039993,143.910004,148.020004,147.385910,67200
2018-08-02,148.399994,149.080002,147.199997,148.149994,147.515335,36800
2018-08-03,148.399994,151.660004,148.169998,149.479996,148.839630,39800
2018-08-06,149.970001,153.690002,149.970001,151.740005,151.089981,38100
2018-08-07,152.160004,152.899994,147.679993,152.020004,151.368774,91100
2018-08-08,151.229996,154.039993,149.029999,153.350006,152.693085,56700
2018-08-09,144.000000,171.179993,142.740005,166.369995,165.657288,156500
2018-08-10,165.500000,166.600006,156.139999,160.710007,160.021545,77700
2018-08-13,159.869995,167.059998,157.039993,166.220001,165.507950,113400
2018-08-14,165.720001,169.970001,164.110001,169.470001,168.744034,115500
2018-08-15,169.979996,173.509995,165.139999,172.460007,171.721207,166000
2018-08-16,172.899994,174.559998,168.149994,173.500000,172.756760,115400
2018-08-17,172.539993,175.940002,170.210007,174.809998,174.061142,76800
2018-08-20,174.570007,176.000000,171.190002,172.289993,171.551926,71500
2018-08-21,172.500000,174.539993,171.000000,173.020004,172.278809,67900
2018-08-22,172.490005,173.800003,171.160004,171.729996,170.994339,67000
2018-08-23,171.800003,173.449997,169.089996,169.509995,168.783844,83600
2018-08-24,169.039993,171.899994,168.389999,169.600006,168.873459,71100
2018-08-27,169.800003,172.440002,168.000000,168.029999,167.310181,43400
2018-08-28,167.869995,170.000000,164.639999,165.100006,164.392746,41200
2018-08-29,165.000000,167.000000,163.910004,165.350006,164.641663,47100
2018-08-30,164.779999,168.979996,164.779999,168.940002,168.216293,37800
2018-08-31,169.210007,170.860001,165.419998,169.559998,168.833633,176000
2018-09-04,168.820007,170.389999,165.619995,170.119995,169.391220,65700
2018-09-05,170.869995,174.990005,167.970001,174.029999,173.284470,59600
2018-09-06,174.990005,178.660004,169.830002,178.399994,177.635757,55200
2018-09-07,178.500000,180.000000,175.639999,178.860001,178.093781,82800
2018-09-10,179.000000,181.850006,178.000000,180.940002,180.164871,59900
2018-09-11,180.690002,182.149994,178.490005,181.179993,180.403854,22700
2018-09-12,181.289993,186.759995,179.860001,186.759995,185.959946,41700
2018-09-13,186.779999,186.779999,183.070007,184.000000,183.211777,26000
2018-09-14,184.000000,185.779999,182.759995,184.089996,183.301376,22600
2018-09-17,184.160004,185.979996,181.240005,183.869995,183.082321,31100
2018-09-18,183.880005,185.279999,181.000000,183.679993,182.893143,38000
2018-09-19,183.350006,184.970001,181.940002,182.770004,181.987061,34300
2018-09-20,183.089996,184.470001,183.089996,184.070007,183.281479,24600
2018-09-21,183.500000,184.490005,181.000000,181.220001,180.443695,52200
2018-09-24,181.720001,183.259995,175.009995,177.990005,177.227524,34600
2018-09-25,178.149994,178.740005,176.300003,176.889999,176.132233,19400
2018-09-26,177.039993,179.570007,175.970001,178.570007,177.805038,31300
2018-09-27,178.570007,180.759995,178.570007,180.059998,179.288651,15600
2018-09-28,180.020004,182.979996,179.300003,182.279999,181.499146,55300
2018-10-01,182.279999,182.279999,175.110001,175.710007,174.957306,47000
2018-10-02,175.699997,177.940002,170.860001,172.300003,171.561890,38200
2018-10-03,172.470001,175.009995,168.029999,168.770004,168.047028,52400
2018-10-04,168.910004,169.500000,166.419998,167.059998,166.344330,18900
2018-10-05,166.880005,169.160004,162.529999,164.309998,163.606125,30300
2018-10-08,164.360001,169.440002,164.360001,167.979996,167.260391,29800
2018-10-09,168.250000,171.000000,168.250000,168.460007,167.738342,25000
2018-10-10,168.500000,172.440002,167.830002,169.130005,168.405487,33300
2018-10-11,168.570007,170.639999,162.750000,163.199997,162.500870,30000
2018-10-12,163.750000,167.000000,160.509995,162.020004,161.325943,28100
2018-10-15,163.000000,166.940002,161.389999,162.270004,161.574875,27800
2018-10-16,163.000000,165.500000,162.039993,164.990005,164.283218,21200
2018-10-17,164.759995,165.410004,161.440002,163.429993,162.729874,19500
2018-10-18,163.320007,163.320007,160.190002,161.110001,160.419830,19200
2018-10-19,161.149994,164.039993,161.149994,162.779999,162.082687,28400
2018-10-22,162.979996,165.850006,161.149994,165.149994,164.442520,23900
2018-10-23,163.100006,166.550003,161.889999,165.679993,164.970245,20100
2018-10-24,165.809998,173.419998,163.160004,168.940002,168.216293,41000
2018-10-25,169.190002,169.190002,164.809998,167.169998,166.700546,31900
2018-10-26,165.490005,166.979996,162.179993,165.899994,165.434113,16800
2018-10-29,167.360001,168.360001,165.220001,168.250000,167.777512,19200
2018-10-30,169.250000,174.429993,165.330002,174.320007,173.830475,43400
2018-10-31,174.490005,175.100006,170.100006,172.630005,172.145233,43400
2018-11-01,173.160004,176.419998,171.789993,173.169998,172.683716,35000
2018-11-02,173.750000,176.610001,172.779999,174.479996,173.990021,37200
2018-11-05,174.740005,176.570007,172.759995,175.770004,175.276413,40900
2018-11-06,175.910004,183.729996,175.910004,179.830002,179.325012,52100
2018-11-07,179.899994,182.320007,176.669998,179.949997,179.444656,28900
2018-11-08,182.119995,184.860001,174.440002,182.389999,181.877823,55300
2018-11-09,183.449997,194.330002,182.759995,192.399994,191.859695,82000
2018-11-12,192.399994,194.029999,188.350006,189.669998,189.137375,37200
2018-11-13,191.389999,192.529999,187.619995,189.880005,189.346786,40200
2018-11-14,191.070007,193.330002,187.539993,189.649994,189.117432,29000
2018-11-15,189.759995,193.880005,189.309998,193.500000,192.956619,25700
2018-11-16,192.399994,194.960007,190.960007,193.970001,193.425293,31900
2018-11-19,193.970001,199.919998,193.940002,198.669998,198.112106,49700
2018-11-20,198.979996,199.080002,194.610001,195.320007,194.771515,33600
2018-11-21,195.320007,199.339996,195.320007,198.190002,197.633453,19000
2018-11-23,198.080002,200.320007,196.949997,199.779999,199.218979,14000
2018-11-26,200.000000,203.020004,195.750000,199.440002,198.879929,40200
2018-11-27,199.429993,205.139999,198.660004,205.139999,204.563934,41800
2018-11-28,205.770004,221.830002,205.350006,214.000000,213.399048,83900
2018-11-29,213.000000,217.759995,207.300003,208.029999,207.445801,42000
2018-11-30,207.649994,213.300003,207.050003,212.520004,211.923203,34400
2018-12-03,214.759995,217.139999,207.119995,216.910004,216.300873,43800
2018-12-04,216.880005,216.880005,209.889999,212.320007,211.723785,47300
2018-12-06,209.690002,215.600006,204.169998,215.050003,214.446106,35600
2018-12-07,213.619995,219.240005,213.600006,218.149994,217.537384,32200
2018-12-10,217.490005,219.889999,214.399994,218.949997,218.335144,22500
2018-12-11,220.000000,220.000000,213.110001,213.119995,212.521530,37800
2018-12-12,213.940002,218.350006,213.940002,216.380005,215.772369,28200
2018-12-13,216.619995,217.759995,212.410004,214.990005,214.386261,30600
2018-12-14,214.139999,216.630005,208.039993,210.149994,209.559860,23700
2018-12-17,209.380005,209.380005,201.880005,202.100006,201.532455,26600
2018-12-18,203.160004,204.410004,198.009995,199.300003,198.740326,28500
2018-12-19,199.500000,199.500000,187.149994,189.440002,188.908035,34800
2018-12-20,188.660004,190.830002,185.000000,188.809998,188.279785,30200
2018-12-21,187.360001,196.259995,177.800003,180.389999,179.883423,183300
2018-12-24,176.520004,176.960007,172.309998,172.309998,171.826126,21500
2018-12-26,169.350006,176.690002,166.669998,175.830002,175.336243,45400
2018-12-27,174.270004,178.339996,173.240005,176.589996,176.094101,18600
2018-12-28,177.139999,183.169998,176.100006,179.550003,179.045792,31800
2018-12-31,179.690002,180.940002,173.759995,177.380005,176.881882,28800
2019-01-02,175.839996,181.000000,172.500000,180.110001,179.604218,39900
2019-01-03,180.100006,203.589996,177.449997,177.889999,177.390442,27200
2019-01-04,178.839996,183.970001,178.160004,181.889999,181.379227,29100
2019-01-07,182.199997,188.389999,180.029999,185.470001,184.949173,34500
2019-01-08,187.330002,194.229996,186.190002,191.470001,190.932312,27200
2019-01-09,192.160004,196.440002,192.080002,193.320007,192.777130,41500
2019-01-10,194.259995,203.229996,193.429993,199.610001,199.049469,55100
2019-01-11,199.600006,208.660004,198.830002,208.660004,208.074051,31100
2019-01-14,207.300003,207.300003,199.000000,200.660004,200.096527,47900
2019-01-15,201.160004,203.580002,200.119995,201.339996,200.774597,26800
2019-01-16,201.509995,203.100006,197.919998,199.110001,198.550858,28400
2019-01-17,199.589996,205.240005,198.500000,205.240005,204.663666,38600
2019-01-18,204.759995,209.880005,200.759995,207.449997,206.867447,18200
2019-01-22,208.000000,209.500000,204.270004,208.110001,207.525589,22300
2019-01-23,207.619995,214.429993,205.759995,213.809998,213.209579,20900
2019-01-24,212.080002,216.639999,210.850006,213.759995,213.409241,17300
2019-01-25,213.210007,217.949997,211.199997,211.619995,211.272751,26600
2019-01-28,212.000000,213.169998,203.809998,211.360001,211.013199,17300
2019-01-29,211.669998,211.979996,209.270004,210.449997,210.104675,14200
2019-01-30,210.000000,213.630005,209.059998,211.750000,211.402557,13800
2019-01-31,211.429993,215.860001,207.580002,215.800003,215.445908,19600
2019-02-01,216.649994,217.000000,212.669998,216.990005,216.633957,14500
2019-02-04,216.550003,220.610001,215.649994,220.000000,219.639023,39700
2019-02-05,219.699997,220.729996,215.250000,217.130005,216.773727,15200
2019-02-06,217.270004,218.699997,215.490005,218.000000,217.642288,11000
2019-02-07,217.169998,222.229996,217.169998,220.500000,220.138184,32100
2019-02-08,219.130005,222.000000,218.000000,220.770004,220.407761,13400
2019-02-11,220.809998,224.610001,220.809998,224.610001,224.241455,28000
2019-02-12,225.000000,226.570007,222.000000,224.880005,224.511002,21600
2019-02-13,225.000000,227.000000,224.020004,225.929993,225.559280,14100
2019-02-14,224.350006,226.899994,221.619995,226.479996,226.108383,21300
2019-02-15,227.190002,229.500000,225.179993,225.179993,224.810501,39100
2019-02-19,225.039993,227.660004,223.559998,224.000000,223.632446,26200
2019-02-20,224.710007,228.000000,224.169998,225.139999,224.770584,21000
2019-02-21,224.110001,227.800003,223.100006,226.779999,226.407883,18700
2019-02-22,226.720001,230.000000,226.020004,226.839996,226.467789,34100
2019-02-25,227.000000,227.800003,218.309998,218.800003,218.440979,34500
2019-02-26,218.000000,219.070007,210.000000,211.960007,211.612213,47000
2019-02-27,214.839996,230.339996,211.270004,229.160004,228.783997,66400
2019-02-28,230.350006,250.460007,229.500000,247.860001,247.453293,51900
2019-03-01,247.020004,251.940002,239.600006,248.199997,247.792740,55900
2019-03-04,249.990005,252.729996,243.710007,244.850006,244.448242,47700
2019-03-05,243.910004,250.899994,236.199997,248.419998,248.012390,44900
2019-03-06,249.300003,252.589996,244.699997,250.509995,250.098953,48600
2019-03-07,250.500000,253.240005,247.979996,247.979996,247.573105,17100
2019-03-08,246.830002,249.750000,240.000000,248.600006,248.192093,18800
2019-03-11,247.220001,256.660004,247.220001,256.010010,255.589935,33800
2019-03-12,256.109985,259.059998,254.539993,254.910004,254.491745,32900
2019-03-13,254.610001,259.720001,254.610001,258.019989,257.596619,22900
2019-03-14,258.440002,258.640015,255.210007,256.239990,255.819534,17600
2019-03-15,256.359985,259.709991,254.410004,257.750000,257.327087,45600
2019-03-18,258.220001,261.700012,255.229996,258.540009,258.115814,32500
2019-03-19,259.790009,261.500000,255.529999,258.959991,258.535095,32400
2019-03-20,258.720001,262.290009,258.589996,258.589996,258.165680,30300
2019-03-21,258.309998,266.540009,258.250000,260.649994,260.222321,32900
2019-03-22,260.070007,263.000000,257.470001,259.250000,258.824585,26000
2019-03-25,259.269989,264.149994,256.579987,262.970001,262.538513,21700
2019-03-26,265.000000,282.380005,260.010010,281.010010,280.548920,60900
2019-03-27,280.000000,280.000000,270.109985,277.660004,277.204407,62700
2019-03-28,276.829987,286.920013,274.250000,283.970001,283.504028,42200
2019-03-29,284.910004,293.070007,284.679993,287.829987,287.357727,46200
2019-04-01,289.339996,289.920013,278.070007,280.799988,280.339233,65400
2019-04-02,279.720001,283.660004,273.809998,283.660004,283.194550,42600
2019-04-03,283.559998,292.890015,283.559998,285.790009,285.321075,52400
2019-04-04,289.290009,294.709991,287.200012,294.670013,294.186523,43100
2019-04-05,292.500000,299.880005,292.000000,296.799988,296.312988,66100
2019-04-08,295.839996,297.100006,290.100006,291.220001,290.742157,47800
2019-04-09,290.549988,294.010010,289.989990,291.619995,291.141510,50400
2019-04-10,291.170013,299.000000,290.179993,294.700012,294.216461,60000
2019-04-11,295.399994,297.019989,292.420013,293.660004,293.178162,36100
2019-04-12,294.709991,296.000000,290.000000,290.510010,290.033325,37800
